,overall
6933,5
6934,3
6937,3
6941,4
6942,5
6946,3
6947,2
6950,5
6955,4
6959,4
6960,3
6963,1
6965,5
6966,5
6967,4
6969,5
6972,2
6973,4
6978,4
6980,4
6981,4
6982,1
6983,5
6984,5
6985,5
6986,4
6987,5
6989,3
6992,4
6993,5
6997,4
6998,5
7001,5
7004,3
7005,5
7008,5
7009,4
7010,3
7011,1
7014,4
7015,3
7020,5
7022,1
7024,4
7025,5
7033,5
7037,5
7039,5
7040,5
7044,2
7054,5
7055,4
7066,5
7069,5
7074,3
7081,5
7084,3
7085,5
7095,5
7100,5
7105,5
7106,4
7107,4
7110,1
7112,5
7115,5
7116,4
7120,5
7122,3
7123,3
7126,5
7127,3
7129,4
7132,3
7137,1
7138,5
7139,3
7140,5
7141,5
7143,5
7144,3
7145,3
7146,5
7149,5
7152,5
7155,5
7157,5
7161,5
7162,5
7164,5
7168,5
7169,5
7170,5
7171,3
7177,5
7178,5
7180,5
7185,5
7186,4
7187,5
7190,5
7197,5
7198,4
7199,3
7200,5
7201,5
7202,5
7208,5
7209,2
7210,4
7211,5
7212,5
7213,5
7214,5
7217,5
7224,5
7225,5
7226,5
7227,5
7228,5
7229,4
7231,5
7236,4
7237,5
7239,5
7241,5
7243,4
7247,5
7248,5
7249,3
7250,5
7251,3
7254,5
7255,2
7256,5
7257,5
7258,5
7260,5
7265,5
7267,5
7268,2
7269,5
7273,5
7276,5
7277,5
7279,5
7280,5
7281,3
7282,4
7284,4
7286,5
7288,4
7289,4
7290,4
7292,5
7293,3
7297,5
7298,5
7299,5
7300,4
7308,5
7310,5
7313,5
7314,3
7316,5
7317,2
7318,5
7319,5
7324,5
7326,4
7327,4
7330,5
7331,3
7332,4
7333,5
7334,5
7340,5
7341,4
7342,5
7343,3
7346,5
7347,4
7349,5
7360,4
7363,4
7364,5
7367,5
7369,5
7371,3
7373,5
7377,5
7378,5
7380,5
7387,5
7389,5
7394,5
7397,5
7398,5
7401,5
7402,5
7404,4
7405,5
7406,4
7408,2
7409,3
7417,5
7418,5
7419,5
7420,5
7422,5
7424,5
7425,5
7426,5
7431,5
7432,5
7433,1
7437,5
7439,5
7440,5
7441,5
7446,5
7447,2
7448,5
7449,5
7450,3
7453,5
7458,5
7461,5
7463,5
7468,5
7477,4
7478,5
7479,3
7480,4
7482,5
7485,4
7493,4
7495,5
7496,5
7498,5
7501,5
7502,5
7505,5
7506,1
7508,5
7509,1
7510,4
7511,2
7513,5
7514,3
7516,5
7518,5
7519,4
7520,3
7524,5
7525,5
7526,4
7527,5
7528,5
7530,5
7535,5
7537,2
7538,5
7539,5
7541,4
7542,4
7546,5
7549,3
7551,4
7552,5
7554,4
7555,5
7556,5
7557,5
7562,5
7563,2
7564,5
7565,5
7566,5
7567,5
7568,4
7571,5
7574,3
7577,5
7581,5
7582,5
7583,5
7588,4
7589,5
7590,5
7592,1
7597,5
7599,5
7600,3
7601,5
7606,5
7609,5
7618,5
7620,5
7624,5
7625,5
7630,5
7632,5
7633,5
7634,5
7635,5
7636,5
7638,5
7642,4
7643,3
7646,5
7647,2
7650,5
7651,5
7652,3
7653,3
7654,4
7655,3
7656,3
7660,5
7663,5
7665,5
7668,3
7670,5
7671,5
7673,5
7674,5
7677,3
7688,5
7689,5
7690,5
7692,5
7693,5
7695,5
7697,5
7701,5
7707,5
7708,3
7709,4
7713,2
7714,5
7717,5
7718,5
7719,5
7726,1
7727,4
7728,5
7729,5
7731,5
7732,5
7737,3
7738,5
7741,4
7742,4
7743,5
7744,3
7751,4
7756,4
7757,5
7759,4
7760,5
7762,4
7763,5
7772,4
7779,5
7780,5
7784,5
7786,2
7788,5
7789,4
7790,5
7793,3
7794,5
7795,5
7797,5
7806,5
7809,4
7811,5
7812,3
7814,3
7816,5
7820,5
7821,5
7822,2
7825,5
7826,4
7829,4
7832,5
7833,5
7834,5
7836,5
7841,5
7842,5
7843,5
7845,2
7846,1
7847,5
7848,5
7849,5
7851,1
7852,5
7855,2
7856,5
7857,4
7858,5
7859,5
7861,5
7862,5
7863,5
7865,5
7868,4
7872,5
7873,5
7874,5
7877,5
7878,5
7880,5
7882,5
7885,5
7887,5
7890,4
7893,5
7897,5
7898,4
7900,4
7904,5
7905,1
7906,5
7908,5
7909,5
7910,5
7915,4
7916,5
7917,4
7918,5
7919,5
7921,4
7925,3
7928,5
7930,5
7931,1
7933,4
7937,5
7940,5
7950,5
7951,4
7952,4
7953,2
7957,5
7958,5
7960,5
7962,5
7963,5
7964,5
7965,5
7966,4
7967,5
7969,5
7970,4
7972,3
7975,5
7982,5
7984,5
7988,5
7989,5
7990,5
7995,5
7996,5
7997,5
8000,5
8001,4
8003,5
8006,5
8007,5
8008,5
8016,4
8018,3
8024,4
8030,5
8034,5
8036,5
8043,5
8046,5
8047,2
8050,5
8051,2
8052,5
8061,5
8062,5
8063,5
8064,5
8065,4
8066,5
8078,5
8079,5
8080,5
8081,3
8083,5
8087,5
8088,4
8093,5
8103,5
8110,4
8125,3
8129,5
8130,5
8133,5
8134,5
8135,4
8138,5
8145,4
8146,4
8147,2
8149,5
8151,4
8158,5
8162,5
8164,4
8165,5
8167,5
8168,3
8173,5
8174,5
8175,5
8176,5
8177,5
8181,5
8182,1
8184,4
8186,4
8187,5
8188,5
8190,5
8193,5
8196,4
8198,5
8199,4
8200,5
8203,5
8206,5
8207,5
8209,5
8213,5
8217,1
8219,5
8223,4
8226,4
8231,5
8234,5
8237,5
8240,5
8250,5
8252,5
8253,3
8256,1
8260,5
8262,4
8265,4
8267,5
8269,4
8273,5
8274,4
8275,5
8285,5
8289,5
8293,5
8294,3
8295,5
8296,4
8301,4
8302,1
8303,5
8307,5
8308,5
8309,5
8311,5
8314,2
8316,4
8322,5
8323,5
8324,5
8327,4
8329,3
8334,5
8338,5
8341,5
8346,3
8350,5
8351,5
8352,5
8355,5
8357,1
8358,4
8359,5
8360,5
8361,5
8362,4
8369,4
8370,5
8374,5
8376,5
8379,5
8390,5
8392,5
8393,5
8394,5
8395,5
8398,5
8400,5
8402,3
8403,5
8411,5
8412,5
8413,2
8415,4
8416,2
8419,5
8422,4
8425,2
8434,4
8436,5
8437,5
8441,5
8442,4
8448,5
8450,4
8452,5
8457,5
8458,5
8459,5
8463,5
8464,4
8465,5
8467,4
8468,5
8470,3
8473,5
8476,5
8482,5
8484,5
8485,5
8488,5
8492,4
8493,4
8494,5
8495,5
8496,4
8500,5
8501,5
8502,5
8505,3
8507,5
8508,4
8515,5
8522,1
8524,5
8525,5
8530,4
8539,5
8540,5
8541,4
8544,5
8548,5
8550,5
8552,5
8555,5
8558,5
8562,5
8563,5
8564,5
8565,5
8568,2
8569,3
8571,4
8574,5
8586,4
8587,5
8588,3
8592,5
8593,5
8595,2
8597,3
8600,5
8606,5
8610,5
8622,5
8623,5
8624,5
8626,5
8627,4
8628,5
8630,5
8632,5
8634,5
8636,5
8640,5
8641,5
8642,4
8653,5
8654,4
8657,2
8662,5
8664,3
8669,5
8673,5
8674,3
8680,5
8681,1
8682,5
8686,5
8688,5
8689,5
8692,3
8698,5
8703,5
8704,5
8706,4
8707,3
8709,5
8710,5
8711,4
8719,5
8721,5
8723,5
8726,5
8729,5
8730,5
8733,3
8737,5
8743,5
8744,5
8745,5
8746,4
8756,5
8757,5
8758,5
8761,3
8765,5
8770,5
8774,5
8777,5
8778,1
8788,5
8790,5
8791,4
8792,5
8794,5
8802,4
8807,5
8810,3
8813,5
8815,5
8816,5
8817,5
8818,5
8822,5
8834,5
8835,5
8836,5
8837,5
8838,5
8841,3
8845,5
8846,5
8849,5
8851,5
8855,5
8861,5
8863,5
8864,5
8871,5
8876,3
8880,4
8882,5
8883,4
8885,1
8887,5
8889,3
8890,5
8892,5
8894,5
8896,5
8901,3
8903,5
8905,3
8908,5
8909,5
8912,5
8914,5
8921,4
8922,5
8923,5
8924,5
8935,5
8938,5
8943,5
8944,5
8945,5
8946,2
8949,5
8950,5
8952,5
8953,5
8963,5
8965,5
8967,5
8971,5
8972,5
8975,5
8980,4
8982,4
8983,5
8984,5
8988,5
8989,4
8996,5
9003,5
9004,5
9008,5
9011,5
9012,5
9014,5
9022,5
9025,5
9031,1
9039,5
9041,5
9042,4
9043,5
9047,5
9049,3
9051,5
9055,5
9062,4
9064,4
9065,4
9066,5
9067,5
9068,5
9074,5
9077,4
9079,5
9083,5
9090,5
9091,3
9092,4
9093,3
9095,5
9097,3
9098,5
9102,5
9104,4
9105,4
9107,3
9109,5
9110,5
9111,5
9112,5
9113,5
9115,5
9116,5
9118,5
9121,5
9125,3
9128,3
9129,5
9130,5
9131,5
9132,5
9133,5
9134,5
9137,5
9139,5
9142,5
9143,5
9144,5
9146,5
9147,3
9148,4
9150,5
9151,5
9152,5
9153,5
9154,5
9158,5
9159,5
9168,5
9169,5
9180,5
9181,5
9182,5
9183,5
9186,5
9187,4
9193,5
9198,5
9201,4
9214,5
9215,5
9223,3
9224,5
9226,5
9229,4
9231,5
9241,4
9243,5
9244,5
9247,5
9249,5
9250,1
9259,5
9268,5
9269,3
9272,5
9276,5
9277,3
9278,5
9279,5
9280,4
9281,5
9287,5
9292,3
9297,5
9298,5
9299,5
9307,5
9310,5
9311,5
9318,5
9325,1
9328,4
9329,5
9335,5
9337,5
9338,5
9339,5
9345,4
9346,5
9349,5
9352,3
9353,5
9361,5
9364,4
9372,4
9373,5
9379,5
9381,5
9383,5
9388,4
9389,4
9391,5
9393,2
9395,5
9398,4
9401,3
9402,5
9409,5
9410,5
9414,4
9419,5
9421,5
9423,5
9424,5
9432,5
9433,5
9437,5
9438,5
9441,5
9442,5
9446,4
9448,4
9449,5
9450,5
9451,5
9452,5
9453,3
9455,5
9456,2
9460,4
9461,5
9462,5
9463,5
9464,5
9466,2
9468,4
9473,5
9474,5
9476,5
9479,5
9480,5
9481,5
9483,5
9484,5
9485,5
9486,5
9487,5
9488,5
9490,5
9494,4
9496,5
9498,5
9500,5
9501,5
9502,5
9504,5
9505,5
9507,3
9508,5
9509,3
9510,5
9514,5
9516,4
9520,5
9521,1
9522,4
9523,5
9525,5
9527,5
9528,3
9529,5
9530,5
9531,5
9532,5
9535,5
9536,5
9537,5
9538,5
9543,5
9544,5
9545,4
9546,5
9549,5
9550,5
9551,4
9553,5
9555,5
9558,5
9560,5
9565,5
9566,5
9567,5
9568,5
9569,5
9570,5
9571,4
9574,4
9576,5
9578,5
9579,3
9581,4
9582,5
9588,5
9591,5
9592,5
9593,5
9594,5
9595,5
9596,5
9598,5
9599,3
9600,4
9601,5
9603,3
9605,2
9606,5
9607,5
9608,5
9609,5
9621,5
9626,5
9627,3
9630,4
9631,3
9634,5
9638,5
9639,5
9640,4
9641,5
9642,4
9644,5
9645,5
9646,5
9651,4
9652,5
9657,3
9658,5
9661,5
9662,5
9663,3
9664,4
9665,3
9668,5
9670,5
9671,5
9673,5
9674,4
9675,5
9682,3
9683,5
9684,4
9685,4
9686,3
9689,5
9690,4
9691,5
9692,5
9695,3
9696,5
9698,5
9700,5
9701,5
9709,5
9710,5
9712,5
9715,5
9716,5
9722,5
9723,4
9724,4
9725,5
9726,4
9727,5
9728,5
9731,5
9739,5
9742,5
9743,3
9744,5
9745,5
9752,4
9754,5
9761,5
9762,4
9763,5
9764,3
9767,5
9768,5
9769,5
9770,5
9771,5
9772,5
9773,5
9774,5
9775,5
9782,5
9785,5
9787,5
9789,5
9792,5
9795,5
9797,5
9799,5
9800,5
9804,5
9806,5
9807,5
9809,1
9814,5
9815,5
9816,5
9817,5
9818,5
9828,5
9829,5
9832,4
9835,5
9836,5
9841,2
9842,5
9844,4
9845,3
9846,3
9848,5
9849,5
9850,5
9855,5
9856,5
9857,5
9858,4
9862,5
9863,4
9864,5
9871,3
9872,3
9873,3
9874,5
9875,4
9879,5
9880,4
9884,4
9887,5
9889,5
9893,5
9894,5
9899,5
9900,5
9901,5
9903,5
9908,5
9909,5
9911,5
9912,5
9913,3
9921,5
9924,5
9928,5
9934,5
9935,5
9941,5
9942,2
9943,2
9948,3
9953,4
9954,5
9955,3
9957,5
9965,5
9966,5
9969,4
9971,4
9972,5
9978,5
9984,3
9985,5
9986,4
9989,4
9997,3
10000,5
10011,5
10014,5
10015,5
10016,3
10028,4
10029,5
10038,4
10039,5
10049,5
10050,5
10051,5
10052,5
10053,5
10054,5
10055,5
10072,5
10073,5
10074,5
10081,4
10083,4
10084,5
10095,5
10101,4
10106,5
10108,5
10122,5
10124,5
10125,5
10127,5
10130,5
10133,5
10134,5
10135,5
10136,5
10142,5
10147,5
10148,5
10152,5
10178,5
10184,5
10185,5
10187,5
10192,4
10193,5
10198,5
10199,5
10202,5
10203,5
10204,5
10205,5
10207,5
10208,5
10213,5
10219,5
10220,3
10221,5
10228,5
10229,5
10237,5
10239,5
10242,5
10244,4
10249,5
10252,3
10254,4
10255,4
10257,5
10258,5
10260,5
10265,5
10268,5
10274,4
10278,5
10279,5
10280,5
10282,1
10286,5
10291,5
10300,5
10302,5
10306,5
10307,5
10310,4
10313,5
10315,5
10317,5
10318,5
10319,4
10320,5
10322,5
10325,5
10326,5
10334,5
10342,5
10343,5
10350,4
10352,5
10353,5
10354,5
10355,5
10356,5
10361,5
10363,5
10367,5
10368,5
10372,5
10376,5
10378,5
10380,5
10389,2
10391,4
10392,5
10393,3
10394,5
10397,5
10398,5
10399,5
10400,5
10402,5
10405,5
10406,4
10416,5
10430,4
10437,3
10439,2
10440,5
10441,5
10442,5
10443,4
10446,5
10447,5
10448,5
10449,2
10452,5
10453,5
10455,5
10461,5
10463,5
10464,3
10468,5
10469,3
10472,5
10477,5
10484,5
10485,5
10487,5
10488,5
10489,2
10490,1
10499,5
10500,3
10501,5
10502,5
10503,5
10505,5
10507,4
10508,5
10509,5
10513,5
10517,5
10520,4
10525,5
10529,5
10535,5
10536,5
10537,5
10538,5
10539,3
10541,5
10546,5
10547,5
10548,5
10549,5
10553,5
10571,5
10577,5
10579,5
10583,3
10590,5
10598,5
10599,5
10600,4
10602,5
10604,5
10608,5
10610,5
10612,5
10613,3
10614,5
10615,5
10616,5
10620,3
10621,1
10622,5
10627,4
10628,5
10629,5
10633,5
10637,5
10638,4
10640,5
10645,5
10647,5
10657,5
10658,4
10659,3
10668,4
10674,4
10675,2
10676,5
10677,5
10679,5
10683,4
10687,4
10689,5
10691,4
10696,5
10701,5
10702,5
10704,5
10706,3
10710,5
10712,5
10714,2
10715,5
10716,5
10717,5
10721,5
10723,1
10724,5
10729,4
10730,4
10732,4
10734,5
10738,2
10741,5
10743,5
10746,3
10748,5
10758,3
10759,5
10763,4
10774,5
10776,5
10777,5
10778,2
10779,4
10784,5
10785,3
10786,5
10787,5
10789,5
10790,4
10791,4
10803,4
10804,3
10808,4
10810,5
10812,5
10822,4
10826,5
10829,5
10830,2
10832,3
10835,4
10836,5
10837,5
10838,5
10839,5
10840,4
10847,3
10850,4
10852,5
10855,5
10856,5
10858,2
10859,5
10862,5
10863,5
10865,5
10866,4
10867,5
10868,4
10869,5
10870,5
10872,5
10875,4
10878,5
10880,5
10881,5
10886,5
10893,5
10896,3
10897,5
10898,5
10901,5
10902,5
10906,2
10908,5
10911,3
10915,5
10916,5
10918,5
10925,5
10929,1
10930,5
10935,4
10938,5
10940,4
10946,5
10947,5
10948,5
10949,5
10952,5
10953,5
10955,5
10956,2
10957,5
10960,5
10961,5
10971,4
10972,5
10973,5
10975,5
10976,5
10979,5
10985,5
10986,5
10989,1
10993,5
10994,5
10997,5
11000,3
11001,5
11002,5
11007,5
11011,5
11013,5
11020,2
11027,3
11029,4
11031,5
11033,5
11034,4
11035,4
11037,5
11039,5
11040,4
11041,5
11043,5
11044,5
11045,5
11047,5
11050,5
11056,5
11061,5
11063,5
11064,4
11065,4
11066,4
11073,4
11075,5
11077,4
11079,5
11080,5
11083,4
11085,4
11086,4
11091,5
11092,5
11093,4
11094,3
11095,4
11097,5
11106,5
11107,5
11108,5
11109,4
11111,5
11117,5
11118,5
11120,3
11121,5
11122,5
11123,3
11124,5
11126,5
11129,3
11134,5
11136,5
11140,5
11141,5
11142,5
11145,1
11146,4
11149,5
11151,5
11152,4
11158,4
11159,4
11165,5
11169,5
11171,5
11172,5
11173,5
11174,5
11175,5
11176,3
11178,5
11179,5
11180,2
11183,5
11192,5
11195,4
11197,4
11199,3
11201,4
11204,5
11207,5
11208,5
11210,4
11214,5
11218,4
11219,5
11221,3
11222,1
11228,5
11232,5
11233,5
11235,5
11236,5
11238,3
11239,5
11241,5
11242,5
11244,5
11247,5
11250,5
11253,5
11254,5
11256,5
11258,5
11261,4
11264,5
11265,4
11266,5
11267,4
11268,5
11270,5
11276,5
11277,4
11278,5
11280,5
11281,5
11286,3
11287,4
11288,5
11289,5
11290,3
11293,5
11295,5
11296,5
11297,4
11298,5
11300,5
11301,5
11309,2
11310,5
11312,5
11313,5
11316,5
11317,5
11322,5
11323,5
11327,5
11330,5
11331,4
11332,4
11333,3
11334,5
11335,5
11339,5
11344,5
11345,5
11346,5
11350,1
11351,5
11352,4
11353,5
11354,4
11355,5
11358,4
11359,3
11361,4
11367,5
11369,4
11374,5
11376,5
11377,1
11378,5
11379,3
11380,5
11381,5
11382,5
11383,5
11387,4
11388,5
11390,5
11393,5
11395,5
11397,5
11398,4
11399,3
11400,5
11405,5
11408,5
11409,4
11411,4
11414,4
11415,4
11420,5
11422,4
11423,5
11424,5
11425,4
11426,5
11427,5
11428,4
11429,5
11430,3
11432,5
11433,5
11434,5
11435,5
11438,4
11444,5
11451,5
11452,4
11454,4
11455,4
11456,4
11457,4
11458,4
11459,5
11464,4
11465,5
11466,5
11467,4
11468,5
11469,5
11470,5
11474,4
11478,2
11481,5
11482,5
11483,5
11484,4
11485,5
11486,4
11487,4
11488,5
11489,5
11490,5
11497,5
11498,5
11500,5
11501,5
11502,5
11506,4
11512,5
11513,4
11514,5
11515,5
11516,5
11517,4
11518,3
11520,5
11522,5
11526,4
11528,5
11529,5
11530,5
11531,5
11532,4
11533,5
11536,4
11539,5
11540,5
11542,2
11543,5
11544,4
11545,5
11551,5
11552,5
11553,2
11555,5
11557,5
11560,5
11569,4
11570,4
11571,5
11573,5
11575,5
11577,4
11581,2
11586,3
11588,5
11589,5
11590,5
11594,4
11597,5
11599,4
11600,4
11604,5
11609,5
11611,5
11612,5
11613,5
11614,5
11615,5
11620,4
11621,5
11622,5
11623,5
11629,5
11634,5
11635,5
11638,5
11642,4
11644,4
11645,4
11646,1
11651,5
11652,4
11653,3
11654,4
11664,5
11668,5
11669,5
11670,5
11674,5
11679,5
11680,4
11681,5
11684,3
11692,5
11698,5
11699,4
11706,4
11708,5
11712,5
11714,5
11719,4
11721,1
11722,4
11726,5
11727,5
11729,1
11730,3
11732,5
11737,5
11740,5
11741,4
11756,5
11757,2
11758,5
11760,4
11764,5
11765,4
11766,4
11768,5
11769,5
11771,5
11777,5
11778,5
11779,4
11780,5
11781,4
11782,4
11785,3
11788,4
11791,5
11793,5
11795,5
11797,4
11798,5
11801,4
11806,5
11807,5
11809,5
11812,5
11815,5
11816,5
11826,5
11827,4
11828,5
11834,5
11838,5
11839,5
11843,5
11844,4
11847,4
11848,5
11849,2
11855,5
11856,5
11861,5
11862,5
11863,5
11867,4
11868,5
11871,5
11872,5
11873,5
11874,5
11875,3
11876,5
11877,5
11879,4
11883,5
11884,5
11886,4
11887,5
11891,2
11895,5
11896,4
11905,5
11906,5
11907,5
11909,4
11911,3
11920,4
11921,3
11923,5
11924,5
11927,5
11932,5
11933,4
11936,5
11937,5
11938,5
11943,5
11948,4
11949,4
11953,2
11956,5
11959,5
11962,3
11964,4
11967,5
11968,5
11974,3
11975,5
11979,4
11983,5
11985,5
11988,3
11989,5
11990,5
11993,5
11994,4
11999,5
12002,4
12004,5
12007,5
12008,5
12009,4
12010,3
12013,3
12014,5
12016,4
12021,4
12022,4
12023,5
12026,3
12027,5
12037,5
12038,5
12040,5
12041,5
12043,5
12044,5
12050,3
12051,4
12054,5
12055,4
12059,4
12061,2
12062,4
12063,5
12070,4
12073,4
12075,5
12078,5
12081,5
12082,5
12085,5
12089,1
12090,5
12091,4
12093,2
12099,4
12101,4
12107,3
12108,5
12116,5
12119,3
12120,3
12121,5
12130,3
12136,5
12138,5
12139,5
12141,3
12142,5
12145,3
12147,3
12152,2
12153,4
12156,5
12157,3
12162,5
12163,5
12164,4
12165,5
12168,5
12171,3
12172,5
12176,5
12185,5
12189,4
12190,5
12191,4
12192,4
12197,5
12198,5
12200,5
12204,5
12206,5
12207,5
12209,1
12211,4
12213,5
12218,3
12221,1
12224,3
12228,5
12230,5
12231,5
12240,5
12243,4
12245,5
12247,5
12248,5
12249,5
12250,5
12251,4
12252,4
12258,5
12259,5
12264,4
12265,5
12266,5
12267,5
12268,5
12269,5
12270,5
12272,5
12273,4
12274,5
12275,5
12276,5
12277,2
12283,4
12291,5
12292,5
12296,5
12305,5
12308,5
12311,1
12312,4
12319,5
12320,4
12321,5
12322,5
12323,1
12324,4
12327,5
12329,5
12331,4
12335,5
12336,4
12339,5
12341,5
12342,5
12343,5
12348,5
12349,2
12351,5
12352,5
12353,4
12358,5
12359,4
12364,5
12365,5
12366,4
12374,5
12378,5
12379,4
12381,5
12399,5
12400,5
12401,5
12402,5
12403,5
12409,5
12416,5
12420,5
12422,5
12423,5
12424,5
12426,5
12429,5
12430,5
12431,5
12435,5
12437,5
12438,3
12440,5
12441,5
12442,5
12443,5
12445,4
12446,5
12448,4
12449,5
12451,5
12452,5
12458,5
12466,5
12467,4
12476,5
12479,5
12481,5
12482,5
12483,3
12487,5
12489,3
12493,1
12494,4
12495,5
12499,5
12500,5
12501,5
12502,5
12504,3
12506,5
12509,5
12510,4
12511,5
12512,5
12515,1
12517,5
12518,4
12520,5
12521,5
12522,4
12525,5
12526,3
12527,5
12529,5
12531,5
12532,5
12533,5
12534,5
12535,5
12536,4
12538,5
12539,3
12540,3
12541,3
12542,4
12543,5
12544,5
12545,5
12546,5
12547,5
12548,5
12549,3
12550,5
12552,4
12553,5
12554,5
12555,5
12556,5
12557,5
12558,5
12560,5
12561,3
12563,5
12564,5
12565,3
12566,2
12568,4
12569,5
12570,3
12571,4
12572,3
12574,5
12577,5
12578,3
12579,4
12583,5
12585,5
12586,4
12589,5
12592,5
12593,4
12595,5
12597,4
12598,5
12599,4
12600,5
12601,4
12604,3
12606,5
12607,4
12612,5
12615,5
12616,5
12618,5
12619,5
12620,5
12621,3
12622,5
12624,4
12626,3
12627,5
12628,5
12629,5
12630,5
12634,5
12636,5
12637,5
12639,5
12640,5
12641,5
12643,5
12644,4
12648,5
12650,5
12651,5
12652,5
12653,4
12655,5
12657,4
12661,5
12662,5
12664,5
12665,5
12670,5
12672,4
12674,5
12677,2
12679,5
12681,4
12686,5
12687,5
12689,5
12692,4
12696,5
12701,5
12709,5
12711,5
12712,4
12714,5
12723,5
12729,4
12732,5
12733,2
12734,5
12735,5
12736,5
12739,5
12742,5
12743,5
12748,4
12752,5
12753,4
12754,4
12755,1
12757,4
12760,5
12761,4
12763,5
12768,5
12769,5
12775,5
12783,5
12784,5
12801,5
12804,4
12810,3
12812,3
12813,5
12815,4
12816,3
12824,5
12825,4
12830,5
12831,5
12832,2
12835,5
12836,5
12837,5
12838,3
12841,4
12845,5
12846,4
12849,5
12850,5
12853,5
12857,5
12860,5
12861,5
12862,5
12870,5
12872,5
12873,5
12874,3
12876,5
12877,5
12881,4
12883,5
12884,4
12886,4
12887,5
12888,3
12889,5
12890,5
12891,4
12893,5
12895,4
12896,5
12897,4
12898,5
12899,4
12900,3
12903,5
12904,2
12905,1
12910,5
12911,4
12914,5
12915,4
12916,3
12917,5
12920,2
12921,5
12924,5
12926,4
12930,5
12931,5
12932,5
12933,5
12935,5
12936,5
12937,5
12938,5
12939,5
12941,5
12943,5
12944,4
12945,4
12947,4
12948,4
12949,5
12950,5
12951,4
12952,5
12955,5
12956,5
12957,1
12958,5
12959,5
12960,5
12961,5
12962,5
12963,4
12965,5
12966,5
12968,5
12972,5
12974,3
12975,4
12976,5
12977,2
12978,5
12979,4
12980,4
12981,5
12982,3
12984,3
12990,5
12991,5
12992,5
12993,5
12994,5
12995,4
12996,3
12998,4
13002,5
13003,5
13009,5
13011,5
13013,5
13014,5
13018,5
13019,5
13020,5
13021,5
13023,5
13024,4
13025,5
13027,5
13028,5
13029,5
13034,5
13035,5
13036,5
13037,5
13039,5
13040,1
13043,5
13044,5
13046,2
13047,5
13048,5
13050,4
13051,5
13053,1
13054,4
13055,4
13058,4
13059,5
13060,4
13061,4
13062,5
13064,5
13066,5
13069,5
13071,5
13072,5
13073,5
13074,5
13075,5
13076,2
13079,5
13080,3
13081,5
13083,5
13084,5
13085,5
13086,5
13088,5
13091,5
13092,5
13094,2
13097,4
13098,4
13099,4
13100,4
13103,5
13104,5
13105,5
13106,1
13107,4
13108,5
13110,5
13113,5
13114,4
13115,5
13116,5
13117,5
13118,5
13119,3
13124,5
13125,5
13126,5
13129,4
13130,5
13134,5
13135,4
13136,5
13138,3
13140,5
13141,5
13147,4
13151,5
13152,2
13153,4
13155,5
13159,5
13160,4
13161,5
13162,4
13163,5
13167,4
13175,5
13178,5
13180,5
13181,5
13183,5
13184,4
13185,5
13186,5
13188,4
13189,4
13191,4
13192,4
13193,3
13194,5
13195,4
13196,4
13200,5
13206,5
13207,5
13212,5
13213,5
13222,5
13228,5
13233,4
13237,5
13243,5
13247,3
13250,5
13252,5
13253,4
13254,4
13263,5
13266,5
13269,3
13274,3
13275,5
13276,5
13277,4
13278,5
13282,5
13285,5
13286,4
13287,4
13290,5
13291,5
13292,5
13302,3
13307,4
13310,4
13311,4
13312,4
13314,5
13319,5
13320,4
13322,5
13323,5
13324,4
13327,5
13328,5
13329,4
13332,5
13333,4
13334,4
13337,4
13339,5
13342,5
13343,5
13345,5
13346,5
13347,5
13348,5
13349,5
13350,5
13351,5
13352,5
13353,5
13354,5
13355,5
13356,3
13357,4
13361,5
13366,5
13370,5
13371,5
13373,4
13374,5
13375,5
13377,5
13380,5
13385,3
13386,5
13389,5
13391,2
13392,5
13393,5
13394,5
13396,4
13397,5
13398,4
13399,5
13403,4
13404,5
13405,5
13406,3
13412,5
13413,5
13414,4
13415,5
13416,5
13418,5
13419,4
13420,5
13423,5
13432,5
13433,4
13437,5
13438,4
13439,1
13441,5
13451,4
13452,5
13458,5
13459,5
13462,5
13464,4
13465,4
13466,5
13472,4
13479,5
13493,5
13496,5
13498,5
13500,2
13501,5
13505,5
13506,5
13508,5
13510,4
13511,4
13513,5
13514,4
13525,4
13527,5
13528,4
13529,5
13530,4
13533,5
13537,5
13538,3
13539,5
13544,5
13545,5
13547,5
13548,5
13549,5
13550,5
13552,5
13554,5
13555,3
13556,3
13560,5
13562,5
13564,5
13569,5
13573,5
13574,1
13575,3
13577,4
13579,5
13582,5
13583,5
13585,3
13587,5
13593,5
13594,5
13598,4
13599,5
13604,5
13605,5
13606,4
13607,5
13609,4
13611,5
13612,5
13614,4
13616,3
13618,5
13619,4
13620,5
13623,1
13625,5
13630,5
13632,2
13635,5
13637,3
13638,5
13639,5
13643,5
13647,5
13649,5
13654,5
13661,5
13662,5
13663,5
13666,5
13670,4
13671,5
13674,1
13675,5
13676,4
13681,5
13684,4
13686,4
13694,5
13696,5
13699,5
13700,5
13701,5
13702,5
13703,3
13705,5
13706,5
13709,5
13712,5
13713,5
13714,5
13715,5
13717,4
13719,5
13721,5
13722,5
13723,4
13724,5
13726,5
13727,5
13728,4
13730,4
13731,5
13733,5
13739,5
13740,4
13741,5
13744,5
13752,5
13753,4
13754,5
13756,5
13757,5
13758,5
13759,5
13760,5
13766,3
13767,5
13769,2
13770,5
13773,5
13774,5
13775,5
13778,5
13782,5
13786,4
13788,5
13789,4
